label,duration,total_packets,total_bytes,throughput_bps,pkt_mean,pkt_std,iat_mean,iat_std,qoe_metric
Web,6.738203048706055,554,585840,86943.0611938148,1057.4729241877255,2685.8849243562595,0.01218481563961312,0.035248541859616955,5.7065794467926025
Web,5.4811601638793945,674,952677,173809.37092079516,1413.467359050445,3702.0265782442134,0.008144368742762845,0.020573795302404167,4.294730424880981
Web,7.196213006973267,2424,5533901,769001.8339698318,2282.9624587458748,5426.8362876599285,0.0029699599698610264,0.012094612528913442,7.3589091300964355
Web,5.532305955886841,2638,3766862,680884.6130412836,1427.923426838514,1727.8495432688746,0.00209795447701435,0.022717879843887498,4.956185340881348
Web,5.579704999923706,1613,1694757,303735.95020223706,1050.6862988220707,1384.2516263135722,0.003461355459009743,0.009575168476805337,4.204614400863648
Web,5.373546123504639,422,312855,58221.32960421214,741.3625592417062,1285.5776796625441,0.0127637675142628,0.0729699697829421,4.15565299987793
Web,7.799091100692749,3170,3659278,469192.87808741804,1154.3463722397476,1711.1876101480116,0.002461057463140659,0.011224841737953574,6.287554979324341
Web,6.082153081893921,710,1103694,181464.35729899796,1554.4985915492957,4159.746256057783,0.00857849517897591,0.035910062691363216,5.244613170623779
Web,6.997624158859253,1408,1523241,217679.73892560665,1081.8473011363637,1430.7950274696655,0.004973435791655475,0.016415794362986517,5.212283134460449
Web,7.1075780391693115,982,978098,137613.4028511228,996.0264765784115,1384.3094932961144,0.007245237552670042,0.02911762490793021,6.598892450332642
Web,7.976789951324463,1638,1361578,170692.4725746256,831.2442002442002,1250.7764207291225,0.004872809988591608,0.013344623738637113,6.246257543563843
Web,5.2557549476623535,1245,1283098,244132.00630114885,1030.6008032128514,1313.0371722622046,0.004224883398442406,0.030699828656274977,3.969580888748169
Web,7.687189102172852,2160,2175697,283028.9421896776,1007.2671296296296,1247.4574402422854,0.003560532238153243,0.015022188576140415,6.452741384506226
Web,5.373092889785767,614,653726,121666.61053687181,1064.700325732899,1384.882961023347,0.008765241255767971,0.02450881683024732,4.477572202682495
Web,9.978176832199097,3538,3627234,363516.7086130495,1025.2215941209722,1843.8825086104855,0.0028210847702004795,0.007761686705321958,8.302651643753052
Web,13.861386060714722,3935,8955907,646104.7229167366,2275.9611181702667,6919.871321545468,0.003523484001198455,0.020670682964861804,11.471894025802612
Web,4.571408987045288,570,577800,126394.29148374202,1013.6842105263158,2743.450433163387,0.008034110697794883,0.0236777412765602,4.011747598648071
Web,12.957037925720215,3371,3330858,257069.40267482892,988.0919608424799,1916.38559875729,0.0038448183755846336,0.026376610122666833,10.962804079055786
